ensembl_id,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1
ENSG00000172817,297,0,0,0,432,162,702,0
ENSG00000172818,0,237,306,244,11,2,4,169
ENSG00000172819,329,541,579,499,521,191,762,317
ENSG00000172824,10,44,29,31,28,7,27,25
ENSG00000172828,1,60,77,92,3,6,3,70
ENSG00000172830,112,1856,1970,1965,153,54,238,1399
ENSG00000172831,89,2829,3472,2536,132,44,229,2193
ENSG00000172840,338,1996,2299,2177,621,186,842,1989
ENSG00000172845,1042,7188,8677,6343,3977,1269,2822,6483
ENSG00000172867,0,2,2,10,2,0,2,4
ENSG00000172869,326,4631,5419,3960,1091,361,1001,3985
ENSG00000172878,104,234,271,597,131,43,282,576
ENSG00000172888,595,2821,3176,2564,1435,534,1630,2402
ENSG00000172889,111,394,441,984,199,86,268,477
ENSG00000172890,252,3387,3571,3902,631,295,687,2613
ENSG00000172893,937,2477,2997,4297,2002,840,2415,2838
ENSG00000172900,0,1,0,1,1,1,0,0
ENSG00000172901,1,5,15,11,3,1,5,12
ENSG00000172912,0,0,0,0,0,0,0,0
ENSG00000172915,169,224,293,261,412,140,493,246
ENSG00000172922,277,1538,1788,1599,683,243,730,1136
ENSG00000172927,384,3,0,3,1225,409,1069,7
ENSG00000172932,58,1449,1639,1504,124,44,202,981
ENSG00000172935,0,0,2,2,0,0,0,0
ENSG00000172936,406,3174,3543,4315,893,329,1172,3493
ENSG00000172938,0,0,0,0,0,0,0,0
ENSG00000172939,248,4777,5659,3178,925,289,679,3144
ENSG00000172940,4,5,6,4,4,7,13,8
ENSG00000172943,215,3991,4703,4249,463,152,567,3492
ENSG00000172954,545,1006,1077,1470,1587,592,1598,1430
ENSG00000172955,0,0,2,3,0,0,0,5
ENSG00000172965,135,12,12,22,447,157,484,23
ENSG00000172967,1,0,4,1,0,0,2,3
ENSG00000172969,0,1,4,1,0,0,0,1
ENSG00000172971,2,0,0,0,0,0,3,0
ENSG00000172974,0,27,15,19,48,17,1,28
ENSG00000172977,180,1343,1534,1957,340,139,403,1316
ENSG00000172985,309,86,121,111,816,259,817,79
ENSG00000172986,782,21,19,122,2595,1027,2073,110
ENSG00000172987,0,9,13,11,0,0,1,10
ENSG00000172992,215,866,873,1894,285,125,629,1133
ENSG00000172995,7,2,3,0,48,20,14,2
ENSG00000173011,105,1339,1551,1860,233,79,264,1333
ENSG00000173013,0,162,194,304,1,0,1,204
ENSG00000173020,258,3250,3651,4675,385,160,629,2719
ENSG00000173039,283,4458,4503,5097,1002,432,858,3633
ENSG00000173040,5,67,50,3,12,0,11,0
ENSG00000173041,118,2579,2841,3544,340,124,350,3372
ENSG00000173064,179,3363,3998,2959,417,118,450,2699
ENSG00000173065,168,1524,1674,1822,618,191,496,1261
ENSG00000173068,710,3,3,4,2716,917,2151,2
ENSG00000173077,1,3,1,6,1,3,1,5
ENSG00000173080,1,1,1,0,1,0,4,1
ENSG00000173083,31,51,67,83,69,29,109,83
ENSG00000173085,98,751,917,1063,271,83,282,874
ENSG00000173093,0,2,0,2,0,1,0,2
ENSG00000173110,5,42,48,22,2,0,3,21
ENSG00000173113,631,1791,2102,3737,1051,380,1666,3028
ENSG00000173114,0,1,0,1,2,0,1,2
ENSG00000173120,1571,8958,10218,7020,5985,2035,4110,5769
ENSG00000173124,0,0,0,0,0,0,2,0
ENSG00000173137,102,196,245,268,135,45,219,182
ENSG00000173141,509,1580,1795,3472,927,310,1557,2487
ENSG00000173145,521,319,369,571,943,322,1327,584
ENSG00000173153,226,684,802,1405,272,102,462,822
ENSG00000173156,176,399,608,1061,163,52,401,636
ENSG00000173157,23,184,196,84,48,19,94,82
ENSG00000173163,257,563,605,843,455,141,611,545
ENSG00000173166,134,1835,1923,1687,497,127,416,1252
ENSG00000173171,174,485,543,742,269,119,368,631
ENSG00000173175,10,3,8,4,17,4,30,2
ENSG00000173193,1121,235,293,283,2132,672,3072,285
ENSG00000173198,0,0,2,11,0,0,0,11
ENSG00000173200,0,0,2,0,0,0,0,1
ENSG00000173207,256,667,778,854,644,239,671,812
ENSG00000173208,8,1,3,0,14,3,21,3
ENSG00000173209,94,2753,2962,2966,257,103,263,2865
ENSG00000173210,555,14,23,115,1452,526,1536,49
ENSG00000173212,3,141,134,52,1,0,7,56
ENSG00000173213,0,31,30,21,0,1,0,16
ENSG00000173214,141,712,819,542,347,99,373,440
ENSG00000173218,662,1494,1737,1886,1482,572,1791,1475
ENSG00000173221,768,1753,2142,491,3093,1105,2166,412
ENSG00000173226,333,2041,2403,1749,819,255,990,1514
ENSG00000173227,49,7,3,9,215,59,139,5
ENSG00000173230,970,13202,15743,12442,3300,1039,2928,12107
ENSG00000173231,0,0,0,0,0,0,0,0
ENSG00000173237,2,0,0,0,65,19,12,0
ENSG00000173239,0,0,0,3,0,0,0,0
ENSG00000173250,0,0,0,0,0,0,0,0
ENSG00000173253,0,4,10,9,1,1,1,9
ENSG00000173258,192,692,803,314,606,145,464,276
ENSG00000173261,3,7,4,21,13,3,18,25
ENSG00000173262,0,2,2,0,0,0,2,0
ENSG00000173264,453,2193,2399,2233,1160,491,1215,1284
ENSG00000173267,9,114,163,76,4,1,13,79
ENSG00000173269,6,5,12,4,6,1,7,3
ENSG00000173272,131,618,779,891,224,68,298,457
ENSG00000173273,177,2579,2962,2316,580,206,567,2281
ENSG00000173275,171,1020,1103,938,432,147,500,898
ENSG00000173276,335,3495,3708,3524,1268,486,974,3228
ENSG00000173281,28,1841,1901,1401,285,106,81,1190
ENSG00000173285,0,0,0,0,0,0,0,0
ENSG00000173295,5,92,114,172,2,4,17,117
ENSG00000173302,0,0,1,0,0,0,0,1
ENSG00000173320,71,181,233,194,153,35,276,204
ENSG00000173327,651,1710,1664,2360,1143,434,1482,1254
ENSG00000173334,1771,704,766,1360,5016,1646,4890,1105
ENSG00000173335,0,0,0,0,0,0,0,0
ENSG00000173338,0,3,8,5,0,0,1,4
ENSG00000173349,42,1329,1660,1492,88,25,89,1270
ENSG00000173357,0,0,1,0,0,0,0,2
ENSG00000173366,0,0,0,0,0,0,0,0
ENSG00000173369,0,0,0,0,0,0,0,0
ENSG00000173372,0,0,0,0,0,0,0,0
ENSG00000173376,20,1,2,0,187,61,36,0
ENSG00000173389,0,0,0,0,0,0,1,3
ENSG00000173391,0,2,6,0,3,1,2,5
ENSG00000173401,0,0,0,0,0,0,0,0
ENSG00000173402,2191,18277,20884,18599,6977,2146,6435,14024
ENSG00000173404,1,0,0,0,0,1,1,0
ENSG00000173406,1,4,1,18,3,0,6,18
ENSG00000173409,137,1018,1162,1759,295,121,427,1700
ENSG00000173418,395,2100,2536,4074,886,297,925,3383
ENSG00000173421,0,0,3,1,0,1,0,0
ENSG00000173431,0,0,0,0,0,0,0,0
ENSG00000173432,7,2,1,9,17,6,15,2
ENSG00000173436,29,318,424,613,66,22,95,445
ENSG00000173442,91,1164,1138,868,275,79,198,669
ENSG00000173451,121,403,491,492,275,88,350,392
ENSG00000173452,0,0,1,0,0,0,0,0
ENSG00000173456,784,2777,3194,3742,1771,712,2259,3005
ENSG00000173457,943,1675,2104,2269,2571,895,2349,1774
ENSG00000173464,0,0,0,0,0,0,0,0
ENSG00000173465,218,315,336,511,261,106,557,318
ENSG00000173467,0,5,2,1,0,0,0,3
ENSG00000173473,716,6120,7070,8678,2962,1050,2111,7595
ENSG00000173480,130,456,565,543,305,101,324,454
ENSG00000173482,1047,6165,6785,2777,3579,1231,3011,2434
ENSG00000173486,1,9,7,25,5,1,6,11
ENSG00000173511,90,221,241,162,263,114,248,64
ENSG00000173517,98,72,90,66,351,98,288,50
ENSG00000173530,0,4732,5700,5320,9,2,6,3813
ENSG00000173531,14,920,911,538,26,9,23,399
ENSG00000173535,0,81,90,67,1,0,3,74
ENSG00000173540,201,1932,2351,2338,370,134,483,1645
ENSG00000173542,387,2419,2880,3267,1127,368,1144,3032
ENSG00000173545,186,1204,1418,1906,412,107,456,1350
ENSG00000173546,32,3,0,0,199,99,84,0
ENSG00000173548,198,912,1062,961,1325,427,479,795
ENSG00000173557,1,1,4,0,1,0,0,0
ENSG00000173559,1072,2640,3267,3462,3091,990,2852,3759
ENSG00000173567,7,5,12,26,6,2,10,23
ENSG00000173572,0,2,0,0,0,0,0,0
ENSG00000173575,214,7484,7951,6176,781,212,614,5621
ENSG00000173578,0,0,0,0,0,0,0,0
ENSG00000173581,34,1365,1532,1933,36,16,72,1193
ENSG00000173585,0,0,0,0,1,0,0,0
ENSG00000173588,83,586,721,1015,198,73,249,958
ENSG00000173597,1,10,4,4,4,1,0,0
ENSG00000173598,191,781,914,1416,420,132,601,1353
ENSG00000173599,150,739,829,879,512,154,359,660
ENSG00000173610,0,0,0,0,0,0,0,0
ENSG00000173611,214,422,486,577,606,236,593,531
ENSG00000173612,0,0,0,0,0,0,0,1
ENSG00000173614,127,601,753,1000,291,108,316,910
ENSG00000173621,255,377,422,548,438,156,576,261
ENSG00000173626,0,1,0,3,0,0,0,2
ENSG00000173627,0,0,0,0,0,0,0,0
ENSG00000173638,112,608,775,793,216,88,281,569
ENSG00000173641,0,1,0,1,0,0,0,0
ENSG00000173653,164,316,429,414,325,106,398,290
ENSG00000173660,472,5208,5925,9670,1370,412,1254,6571
ENSG00000173662,0,32,35,41,0,1,2,17
ENSG00000173673,0,0,0,0,0,0,0,0
ENSG00000173674,207,1673,2025,2986,524,165,555,2727
ENSG00000173678,0,0,0,0,0,0,0,0
ENSG00000173679,0,0,0,0,0,0,0,0
ENSG00000173681,239,541,583,575,699,221,643,604
ENSG00000173692,2275,5824,6903,6904,6697,1910,5818,6269
ENSG00000173698,72,5,11,3,271,85,233,0
ENSG00000173699,0,0,0,0,0,0,0,0
ENSG00000173702,14,2,2,2,26,11,29,2
ENSG00000173705,2,12,13,51,0,0,0,52
ENSG00000173706,899,601,592,388,2019,716,2668,326
ENSG00000173714,0,3,0,0,0,0,0,1
ENSG00000173715,111,409,438,492,256,93,241,337
ENSG00000173726,69,12528,13421,15810,218,74,270,12201
ENSG00000173727,6,589,619,243,70,37,23,173
ENSG00000173728,0,0,0,0,0,0,0,0
ENSG00000173744,682,1534,1634,1902,1947,593,1908,1556
ENSG00000173757,0,1290,1448,1555,0,0,0,1180
ENSG00000173762,1,17,15,9,2,1,0,3
ENSG00000173769,0,2,0,1,0,0,0,0
ENSG00000173786,626,2127,2344,3877,1154,424,1467,2213
ENSG00000173801,152,10177,11125,11831,586,211,404,7634
ENSG00000173805,12,69,60,153,33,25,51,41
ENSG00000173809,0,9,5,7,2,0,3,6
ENSG00000173810,0,1,1,2,1,1,0,2
ENSG00000173811,0,0,0,0,0,0,0,0
ENSG00000173812,548,10300,11968,20547,1848,563,1311,14728
ENSG00000173818,109,329,319,519,181,99,306,353
ENSG00000173821,671,12059,14123,8938,2037,581,1879,8231
ENSG00000173825,3,64,83,122,7,0,2,71
ENSG00000173826,0,41,45,27,1,0,0,25
ENSG00000173838,3,0,0,0,10,1,6,0
ENSG00000173846,41,174,183,251,66,21,129,204
ENSG00000173848,1513,4063,4917,5819,4163,1369,4256,4829
ENSG00000173852,562,303,442,322,2222,662,1712,343
ENSG00000173862,0,0,0,0,1,0,0,0
ENSG00000173867,0,0,1,0,0,0,0,1
ENSG00000173868,29,27,29,43,43,4,73,20
ENSG00000173875,310,1650,1877,2199,752,234,867,1950
ENSG00000173889,1256,4494,5119,4924,3347,1195,3594,4643
ENSG00000173890,23,676,672,804,156,81,77,814
ENSG00000173894,360,2423,2610,1492,1075,366,968,1292
ENSG00000173898,129,3398,3923,5187,237,64,301,3861
ENSG00000173905,419,2419,2602,3568,1097,362,1287,3385
ENSG00000173908,0,0,0,1,0,0,0,2
ENSG00000173914,159,797,1015,1316,462,165,437,973
ENSG00000173915,897,7476,8186,11366,2289,753,2191,8505
ENSG00000173917,19,3,2,3,31,12,58,7
ENSG00000173918,941,14,16,26,2819,1098,2543,16
ENSG00000173926,11,81,97,159,19,9,21,71
ENSG00000173928,44,78,130,150,57,24,109,160
ENSG00000173930,0,1,2,0,0,0,0,0
ENSG00000173933,97,1397,1382,974,258,86,228,724
ENSG00000173947,27,27,25,36,71,22,67,42
ENSG00000173950,185,885,1024,989,612,225,492,662
ENSG00000173954,0,0,0,0,0,0,0,0
ENSG00000173960,230,461,561,566,608,218,572,536
ENSG00000173966,0,0,0,0,0,0,0,0
ENSG00000173976,0,1,0,0,0,0,0,0
ENSG00000173988,7,54,55,73,8,9,18,97
ENSG00000173991,4,37,40,65,4,1,4,42
ENSG00000173992,71,849,847,1867,134,61,218,1080
ENSG00000174004,0,5,2,2,0,0,0,3
ENSG00000174007,119,1369,1541,1098,415,105,357,903
ENSG00000174010,421,610,690,684,1252,410,1232,652
ENSG00000174013,63,2238,2582,2719,133,30,165,2672
ENSG00000174015,0,0,0,0,0,0,0,0
ENSG00000174016,0,0,2,0,5,3,2,0
ENSG00000174021,41,457,476,272,64,21,71,176
ENSG00000174028,1,8,15,35,15,3,0,18
ENSG00000174032,153,2158,2473,2906,492,163,465,2538
ENSG00000174038,0,2,0,2,0,0,1,1
ENSG00000174059,1,11,26,26,5,3,5,12
ENSG00000174080,19,435,493,893,81,34,94,469
ENSG00000174099,118,49,56,156,291,115,321,107
ENSG00000174106,243,1193,1408,1377,729,286,683,1380
ENSG00000174109,51,268,350,546,91,23,139,405
ENSG00000174123,0,0,0,0,0,0,0,0
ENSG00000174125,10,3,2,4,15,3,27,2
ENSG00000174130,57,18,34,23,134,54,168,18
ENSG00000174132,120,5942,6201,4739,340,112,298,3996
ENSG00000174136,449,2550,2610,3035,1179,391,1113,2393
ENSG00000174137,6,71,102,138,5,2,15,93
ENSG00000174145,5,3,1,10,23,7,15,13
ENSG00000174151,141,471,535,868,207,93,321,592
ENSG00000174156,0,0,1,0,0,0,0,0
ENSG00000174165,142,674,795,1169,259,114,393,910
ENSG00000174171,0,71,58,44,0,0,0,44
ENSG00000174173,468,1993,2517,3061,1288,400,1192,2769
ENSG00000174175,0,1,0,0,0,0,0,0
ENSG00000174177,117,136,191,296,74,38,248,174
ENSG00000174197,1431,2879,3621,3062,3916,1222,3697,3381
ENSG00000174206,94,518,595,876,110,46,295,743
ENSG00000174225,0,0,0,0,0,0,0,0
ENSG00000174226,2,1,0,2,8,2,11,0
ENSG00000174227,150,2230,2507,2407,511,195,475,1960
ENSG00000174231,1876,19076,22620,20249,5794,1866,5304,18737
ENSG00000174233,192,2866,3110,2756,495,188,516,2324
ENSG00000174236,13,36,42,32,25,9,27,20
ENSG00000174238,270,9429,10829,9916,791,246,842,8566
ENSG00000174243,80,5106,6133,5756,150,55,197,4393
ENSG00000174255,0,0,1,1,0,0,0,0
ENSG00000174276,56,192,246,378,62,18,120,189
ENSG00000174279,0,0,0,0,0,0,0,0
ENSG00000174282,697,3228,3628,3153,1996,657,1871,2540
ENSG00000174292,117,403,513,435,179,84,315,365
ENSG00000174306,132,2329,2714,3031,324,91,380,2249
ENSG00000174307,92,730,716,1473,201,77,252,785
ENSG00000174325,0,0,0,1,0,0,0,0
ENSG00000174326,3,0,0,0,0,1,3,0
ENSG00000174327,19,161,145,191,82,33,62,98
ENSG00000174332,9,8,3,7,25,10,48,8
ENSG00000174339,0,0,0,0,0,0,0,0
ENSG00000174343,0,0,0,0,2,2,0,1
ENSG00000174348,0,0,0,0,0,0,1,0
ENSG00000174353,3,11,15,17,2,0,5,14
ENSG00000174358,0,173,205,30,0,0,0,21
ENSG00000174365,133,348,338,279,314,143,337,180
ENSG00000174370,26,1,0,0,84,30,66,0
ENSG00000174371,790,963,1119,1348,1916,726,2140,1321
ENSG00000174373,320,1867,2141,1881,731,300,936,1996
ENSG00000174384,0,0,0,0,0,0,0,0
ENSG00000174403,17,2,1,0,189,41,78,3
ENSG00000174405,88,1612,1899,1415,244,70,208,1488
ENSG00000174407,0,0,0,0,2,0,0,0
ENSG00000174408,0,0,0,0,1,0,0,0
ENSG00000174417,0,0,0,0,0,0,0,0
ENSG00000174418,0,0,0,1,0,0,0,0
ENSG00000174428,4,31,29,47,3,4,6,37
ENSG00000174429,0,0,0,0,0,0,0,0
ENSG00000174437,1317,13623,15378,17446,6083,2240,3535,14211
ENSG00000174442,708,3416,3546,5050,1837,624,1804,4537
ENSG00000174444,1959,29153,32975,69593,4830,1708,5409,44522
ENSG00000174446,99,1329,1534,2218,167,60,285,1619
ENSG00000174448,2,2,2,5,2,4,1,11
ENSG00000174450,0,4,4,5,0,0,0,0
ENSG00000174453,0,0,0,0,0,0,0,0
ENSG00000174456,80,391,429,703,155,65,193,474
ENSG00000174460,2,0,0,3,2,0,2,0
ENSG00000174469,358,252,343,735,784,233,1035,771
ENSG00000174473,0,19,11,38,0,0,1,48
ENSG00000174482,7,0,0,0,30,4,9,0
ENSG00000174483,17,81,95,82,23,9,32,68
ENSG00000174485,388,1273,1429,1757,1176,377,1120,1640
ENSG00000174495,0,0,0,0,2,0,0,0
ENSG00000174498,1,2,1,10,2,1,3,0
ENSG00000174500,0,3,0,2,0,0,0,4
ENSG00000174501,225,99,95,118,436,147,535,104
ENSG00000174502,3,1,2,1,7,2,15,2
ENSG00000174514,11,123,129,154,23,17,34,89
ENSG00000174516,43,773,842,844,63,20,105,601
ENSG00000174521,1,3,5,5,1,0,2,2
ENSG00000174527,0,0,0,15,0,1,3,2
ENSG00000174529,31,99,102,57,62,10,85,79
ENSG00000174547,773,1292,1408,2566,1548,534,2054,1784
ENSG00000174562,0,235,330,117,0,0,0,100
ENSG00000174564,8,61,54,45,28,3,25,45
ENSG00000174567,5,82,97,120,8,3,9,53
ENSG00000174572,0,1,3,0,0,0,0,0
ENSG00000174574,186,6499,7623,5898,523,167,453,5381
ENSG00000174576,0,0,0,0,0,0,0,0
ENSG00000174579,291,2063,2371,1748,1142,385,818,1710
ENSG00000174586,13,202,226,287,33,12,50,160
ENSG00000174599,16,575,681,1503,12,4,35,1103
ENSG00000174600,1,0,1,4,0,0,0,2
ENSG00000174606,250,1285,1471,1662,677,257,681,1698
ENSG00000174607,348,108,129,517,692,267,889,500
ENSG00000174611,1,6,10,32,3,0,0,19
ENSG00000174628,72,274,332,437,162,41,173,420
ENSG00000174640,7,34,25,35,9,0,22,31
ENSG00000174652,178,1793,2024,1973,449,172,540,1722
ENSG00000174667,0,0,0,0,0,0,0,1
ENSG00000174669,148,885,1025,1230,235,96,372,806
ENSG00000174672,9,438,503,140,59,13,47,105
ENSG00000174677,0,0,0,0,0,0,0,0
ENSG00000174678,0,0,0,0,0,0,0,0
ENSG00000174680,0,0,0,2,0,0,0,0
ENSG00000174684,233,805,948,1261,524,170,529,789
ENSG00000174695,920,6708,7782,8909,3082,1049,2509,8758
ENSG00000174697,0,0,0,0,0,0,0,0
ENSG00000174705,78,1581,1806,1084,163,54,184,869
ENSG00000174715,2,0,2,7,1,1,1,3
ENSG00000174718,283,1687,2030,1675,660,206,720,1768
ENSG00000174720,89,3325,3869,5013,159,56,231,4932
ENSG00000174721,3,228,298,903,5,2,13,604
ENSG00000174738,527,4741,5087,3888,1573,485,1418,3555
ENSG00000174740,11,294,341,581,2,2,15,504
ENSG00000174744,67,830,1045,1401,111,36,165,828
ENSG00000174748,2130,17949,19632,23238,6521,2304,5377,18309
ENSG00000174749,76,983,1134,2378,146,34,258,2041
ENSG00000174775,149,595,729,1431,270,116,342,877
ENSG00000174776,1,7,1,0,12,6,4,1
ENSG00000174780,2617,9834,11286,12465,7070,2222,7214,12405
ENSG00000174788,0,243,252,105,1,3,3,73
ENSG00000174791,348,46,30,27,632,239,875,25
ENSG00000174792,1,0,0,1,4,3,2,1
ENSG00000174796,159,747,825,1536,297,121,443,1435
ENSG00000174799,121,409,527,535,310,109,369,575
ENSG00000174804,409,997,991,609,1066,305,1187,572
ENSG00000174807,0,0,0,0,0,0,0,0
ENSG00000174808,34,8,7,21,43,18,106,22
ENSG00000174827,1,0,8,5,4,0,3,6
ENSG00000174837,2,1,1,0,2,0,3,1
ENSG00000174839,305,1403,1604,2055,1137,356,883,1860
ENSG00000174840,623,1826,2305,2352,1313,444,1637,1985
ENSG00000174842,119,589,771,738,384,121,366,628
ENSG00000174844,18,12,12,31,56,15,54,22
ENSG00000174851,299,649,651,1682,462,209,836,955
ENSG00000174871,7,40,40,41,38,14,30,30
ENSG00000174876,0,0,0,0,0,0,0,0
ENSG00000174885,0,1,4,3,0,0,0,2
ENSG00000174886,121,266,322,444,215,74,299,200
ENSG00000174891,307,2271,2531,2707,792,273,896,2536
ENSG00000174898,0,2,3,0,3,0,0,1
ENSG00000174899,26,1,2,0,54,20,68,0
ENSG00000174903,2768,15840,18640,18207,6299,2164,6808,14013
ENSG00000174912,0,53,91,63,0,0,0,119
ENSG00000174914,0,0,0,0,0,0,0,0
ENSG00000174915,139,436,609,697,281,109,300,449
ENSG00000174917,310,507,629,1364,407,165,646,722
ENSG00000174928,4,14,28,49,3,2,8,25
ENSG00000174930,0,0,0,0,0,0,0,0
ENSG00000174937,0,0,0,0,0,0,0,0
ENSG00000174938,82,2803,3161,3803,415,172,255,2526
ENSG00000174939,7,1515,1435,3417,12,3,21,1728
ENSG00000174943,102,1427,1533,2001,208,68,332,1143
ENSG00000174944,0,0,0,0,0,1,0,0
ENSG00000174945,0,0,2,0,0,1,3,0
ENSG00000174946,0,0,0,0,0,0,0,0
ENSG00000174948,0,0,1,0,0,0,0,1
ENSG00000174950,0,21,11,33,0,0,4,16
ENSG00000174951,16,131,141,366,22,5,24,153
ENSG00000174953,235,5352,6128,4215,543,185,693,4322
ENSG00000174957,0,0,0,0,0,0,0,0
ENSG00000174963,0,0,0,0,0,0,0,0
ENSG00000174970,0,0,0,0,0,0,0,1
ENSG00000174977,1,17,16,23,19,2,1,30
ENSG00000174982,0,0,0,0,0,0,0,0
ENSG00000174989,218,1104,1205,1824,453,163,642,1362
ENSG00000174990,0,0,0,0,0,0,0,0
ENSG00000174992,0,2,4,0,0,0,1,0
ENSG00000174996,149,1797,1964,2158,301,94,378,1271
ENSG00000175003,10,9,7,39,11,6,18,23
ENSG00000175018,0,0,0,0,0,1,1,0
ENSG00000175029,32,2435,2926,3557,116,32,103,3052
ENSG00000175040,81,91,93,34,267,123,238,16
ENSG00000175048,73,394,461,1029,131,37,187,740
ENSG00000175054,517,1835,2336,2885,1090,363,1458,2583
ENSG00000175061,551,11118,12426,28661,1427,528,1588,16056
ENSG00000175063,2372,1858,2052,2838,5858,2192,6648,2387
ENSG00000175065,0,2,0,1,1,0,0,1
ENSG00000175066,210,2073,2433,2610,354,158,544,2425
ENSG00000175073,65,1216,1511,1120,331,93,319,1162
ENSG00000175077,0,1,0,0,0,0,0,0
ENSG00000175084,0,0,0,0,1,0,0,0
ENSG00000175087,78,386,491,590,150,55,223,456
ENSG00000175093,0,5,5,6,0,0,0,8
ENSG00000175097,0,0,0,2,0,1,0,0
ENSG00000175104,136,424,510,564,456,149,393,547
ENSG00000175105,208,2908,3439,1118,1312,423,505,1205
ENSG00000175106,11,96,93,68,29,12,30,81
ENSG00000175110,410,2837,3501,4040,1053,338,1162,3703
ENSG00000175115,256,2413,2683,2043,872,304,722,1554
ENSG00000175121,0,3,3,3,0,0,0,2
ENSG00000175130,219,12946,14952,16902,589,219,714,10362
ENSG00000175137,439,1443,1671,1631,1407,505,1144,1255
ENSG00000175143,0,0,0,0,0,0,0,0
ENSG00000175147,6,34,38,59,7,5,19,51
ENSG00000175155,64,903,852,991,201,66,173,939
ENSG00000175161,5,198,224,81,2,1,9,59
ENSG00000175164,0,2,12,7,0,0,0,6
ENSG00000175166,4171,10232,11949,11056,16324,5255,11325,9103
ENSG00000175170,2,40,32,49,8,2,21,35
ENSG00000175175,56,149,182,346,159,51,174,281
ENSG00000175182,124,974,1027,1045,240,96,293,673
ENSG00000175183,278,0,4,8,994,353,704,9
ENSG00000175189,0,14,18,38,3,0,4,36
ENSG00000175193,42,86,99,144,90,38,98,78
ENSG00000175197,91,1374,1291,2346,182,80,222,1421
ENSG00000175198,57,810,897,1305,193,51,189,1200
ENSG00000175202,1,0,0,1,3,0,5,4
ENSG00000175203,685,6025,6792,5299,2030,692,1857,4202
ENSG00000175206,0,0,0,0,0,0,0,0
ENSG00000175213,42,301,338,344,75,36,116,219
ENSG00000175215,696,2448,2714,3199,2124,801,1940,2148
ENSG00000175216,1086,10181,12169,12547,2646,880,2806,12611
ENSG00000175220,173,1347,1606,2718,294,109,428,1921
ENSG00000175221,117,1031,1258,1684,279,115,348,1065
ENSG00000175224,485,1993,2102,3003,1420,508,1316,2114
ENSG00000175229,0,0,0,0,0,0,0,0
ENSG00000175262,0,1,0,4,0,0,0,6
ENSG00000175264,1,2,4,19,1,1,6,5
ENSG00000175265,20,2063,2071,979,300,79,71,712
ENSG00000175267,1,6,2,8,5,0,3,3
ENSG00000175274,170,3726,3540,3256,572,229,462,2045
ENSG00000175279,14,67,66,111,14,6,27,79
ENSG00000175283,290,1682,1939,3004,424,153,822,1847
ENSG00000175287,2,0,7,3,1,1,2,4
ENSG00000175294,9,1,0,0,12,5,16,0
ENSG00000175302,0,0,0,0,0,0,0,0
ENSG00000175305,258,1044,1363,1229,867,379,643,1286
ENSG00000175309,97,1923,2095,2170,152,79,260,1741
ENSG00000175311,0,2,2,7,1,0,0,2
ENSG00000175315,2,0,0,0,2,0,2,0
ENSG00000175318,1,4,10,5,3,2,2,6
ENSG00000175319,0,0,0,0,0,0,0,0
ENSG00000175322,78,268,313,290,191,67,261,287
ENSG00000175324,83,2148,2447,3119,233,63,232,2409
ENSG00000175325,0,0,0,0,0,0,0,0
ENSG00000175329,0,45,38,113,0,0,0,88
ENSG00000175334,112,1233,1558,2223,197,80,350,1906
ENSG00000175336,0,82,66,130,0,0,0,96
ENSG00000175344,49,14,18,29,38,20,108,24
ENSG00000175348,50,1088,1287,1278,104,45,117,1252
ENSG00000175352,0,0,1,3,0,0,0,0
ENSG00000175354,576,1758,2031,2778,1575,510,1433,2575
ENSG00000175356,9,14,14,12,29,9,27,7
ENSG00000175376,286,1244,1488,1429,778,268,692,1103
ENSG00000175387,587,2528,3008,2639,1868,617,1802,2459
ENSG00000175390,256,3304,4122,5168,760,248,711,3745
ENSG00000175395,152,1292,1246,831,479,164,488,838
ENSG00000175398,0,0,0,0,0,0,0,0
ENSG00000175414,10,8,2,4,44,4,44,4
ENSG00000175416,287,1171,1375,2711,625,209,786,1581
ENSG00000175426,0,1,1,0,1,1,1,0
ENSG00000175445,107,1,1,1,171,44,281,2
ENSG00000175449,25,49,86,164,34,28,75,137
ENSG00000175455,1344,4547,5061,5780,3034,1096,3832,5496
ENSG00000175463,0,0,1,1,0,0,0,4
ENSG00000175467,24,2557,2770,3213,62,23,89,2225
ENSG00000175470,285,2379,2883,2521,782,270,708,2333
ENSG00000175471,191,50,94,134,410,101,595,90
ENSG00000175482,55,290,273,222,137,69,174,191
ENSG00000175485,0,0,0,0,0,0,0,0
ENSG00000175489,0,1,2,0,0,0,0,0
ENSG00000175497,0,3,0,1,0,0,0,0
ENSG00000175505,98,9,14,8,193,66,244,10
ENSG00000175509,0,3,5,5,0,0,1,1
ENSG00000175513,0,0,0,3,0,0,0,0
ENSG00000175514,0,0,3,0,0,0,1,2
ENSG00000175518,2,3,10,14,6,1,5,13
ENSG00000175520,0,0,0,0,0,0,0,0
ENSG00000175535,0,86,116,37,1,0,0,36
ENSG00000175536,24,192,251,176,78,32,49,185
ENSG00000175538,0,0,0,1,0,0,0,1
ENSG00000175544,0,148,148,144,0,0,0,102
ENSG00000175548,126,833,760,928,323,140,363,905
