"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"ENSG00000105329",200.047828134005,7.38009486843045,1.19116767887587e-26,9.69620985474376e-25,"TGFB1","protein_coding",4.81016468603845
"ENSG00000220575",2002.52119309239,6.83452602389521,1.45452661699794e-233,8.95891427629601e-230,"HTR5A-AS1","lncRNA",48.1681876646256
"ENSG00000129152",278.760067478419,6.36420374285385,4.97912373745045e-47,9.0200243549617e-45,"MYOD1","protein_coding",6.70306560244232
"ENSG00000154478",436.900965993527,6.31086223176003,3.01019055177637e-71,1.09063335324949e-68,"GPR26","protein_coding",10.5068060900787
"ENSG00000157219",1226.59015848278,6.17289545615831,4.48537773569761e-168,8.28808098002205e-165,"HTR5A","protein_coding",29.4971191275526
"ENSG00000140459",1229.6084781132,6.0500227985366,1.72837295390571e-180,3.99210943028372e-177,"CYP11A1","protein_coding",29.5771085289228
"ENSG00000115461",714.486893108682,5.82063861628005,2.87105108769762e-13,8.61222110364879e-12,"IGFBP5","protein_coding",17.1872652138846
"ENSG00000187474",159.973033745479,5.76696711783004,1.34678285953825e-30,1.33794912250257e-28,"FPR3","protein_coding",3.84551745200767
"ENSG00000260788",532.354413780022,5.70294374733835,7.03684149715743e-91,4.19441152207984e-88,"AC009063.2","lncRNA",12.8068213542127
"ENSG00000152952",10492.7432927169,5.68951272290984,0,0,"PLOD2","protein_coding",252.330745332894
"ENSG00000064225",105.027537420238,5.59020578230474,2.06342132001476e-22,1.28376764818965e-20,"ST3GAL6","protein_coding",2.52619835689643
"ENSG00000159167",3348.35095070366,5.50997718216933,0,0,"STC1","protein_coding",80.5196445515691
"ENSG00000258667",835.023350150151,5.42988703995623,1.80740341749749e-125,1.75774738676414e-122,"HIF1A-AS3","lncRNA",20.0751157632125
"ENSG00000168874",249.865191789606,5.41865046998968,7.35153306869904e-49,1.4927651433343e-46,"ATOH8","protein_coding",6.01121056087925
"ENSG00000266711",140.830505297626,5.2864915048759,1.39124706409294e-28,1.24190643721301e-26,"AC021534.1","lncRNA",3.38580657583829
"ENSG00000214049",296.090903012679,5.21908496813856,3.67426918940974e-55,8.48664326023914e-53,"UCA1","lncRNA",7.12047258296853
"ENSG00000112303",108.706997978794,4.87719005380919,5.89126055971136e-24,4.12343608417979e-22,"VNN2","protein_coding",2.61402175294776
"ENSG00000166292",898.369657887176,4.76546838007082,7.16713722869981e-126,7.35746453955084e-123,"TMEM100","protein_coding",21.6118773908099
"ENSG00000161031",125.54486658185,4.74468114534643,5.74501236321619e-27,4.78181704718508e-25,"PGLYRP2","protein_coding",3.0198606565517
"ENSG00000150594",2686.31599945886,4.64976869554166,2.42973387635159e-195,8.97932451344494e-192,"ADRA2A","protein_coding",64.5908999803624
"ENSG00000124157",474.846062906599,4.5410796167416,2.9751816337402e-73,1.19511752670112e-70,"SEMG2","protein_coding",11.4243793045931
"ENSG00000269516",91.9651019856858,4.5192903842696,5.3392702302532e-20,2.81882958041768e-18,"CYP4F23P","transcribed_unprocessed_pseudogene",2.21096469214128
"ENSG00000137801",3556.72939574162,4.46818583944884,4.75238920388012e-183,1.25449496727567e-179,"THBS1","protein_coding",85.5279073750124
"ENSG00000111181",102.26948706012,4.42504036168079,7.88574485240691e-22,4.79318399285444e-20,"SLC6A12","protein_coding",2.45941630081476
"ENSG00000265907",94.7041255491893,4.40337352116114,1.3195582334426e-20,7.21384527738235e-19,"AP000919.2","lncRNA",2.27646837043887
"ENSG00000058335",134.127523452131,4.21184719256512,2.31863427751961e-27,2.00204318598165e-25,"RASGRF1","protein_coding",3.22416338320425
"ENSG00000143847",1699.44819612918,4.18917795094014,1.00506172909434e-155,1.68832096638229e-152,"PPFIA4","protein_coding",40.8498664970091
"ENSG00000186526",124.894877847634,4.09590024093389,2.35137374535374e-25,1.80284996127163e-23,"CYP4F8","protein_coding",3.00300892928297
"ENSG00000172243",1426.86654754927,4.08421559685705,3.97865811512514e-147,5.65520343471402e-144,"CLEC7A","protein_coding",34.2988303745255
"ENSG00000131389",1688.67731612303,4.06267425881747,1.90212501788605e-143,2.51053329146417e-140,"SLC6A6","protein_coding",40.5843956532921
"ENSG00000168461",586.622091034185,4.02828694395129,4.05743398067878e-80,2.02630446202655e-77,"RAB31","protein_coding",14.096742361133
"ENSG00000096088",2041.78773960375,4.01650017509642,8.24193454568505e-191,2.53824110891947e-187,"PGC","protein_coding",49.0871299220693
"ENSG00000275591",148.781686519057,3.97099699726169,4.55139272457414e-26,3.62502736054659e-24,"XKR5","protein_coding",3.57789867419441
"ENSG00000054356",87.0895596172042,3.96861801951944,1.01162822307985e-17,4.53710347234695e-16,"PTPRN","protein_coding",2.09262632349595
"ENSG00000185633",7763.44959236793,3.83508327427241,1.51803641930892e-12,4.08896165539216e-11,"NDUFA4L2","protein_coding",186.633047245895
"ENSG00000131016",4718.14129418722,3.787452889149,9.03177962816681e-210,4.17223059923166e-206,"AKAP12","protein_coding",113.404354358979
"ENSG00000286733",333.656565258178,3.75535130005067,2.90867113251129e-48,5.59858595693163e-46,"AC090164.5","lncRNA",8.01619114043369
"ENSG00000232079",300.707490235595,3.71994017601247,2.31502953833102e-43,3.68768239735177e-41,"LINC01697","lncRNA",7.22807557935163
"ENSG00000103528",116.987592484184,3.70837681531589,2.47342944506001e-18,1.15123499460501e-16,"SYT17","protein_coding",2.81157890078093
"ENSG00000164850",963.170875511933,3.70410650636554,3.03587229383955e-109,2.33736867689863e-106,"GPER1","protein_coding",23.1530956115543
"ENSG00000159337",465.935361945324,3.70034707483275,3.73314829917842e-61,1.11259861729385e-58,"PLA2G4D","protein_coding",11.195165560799
"ENSG00000041982",181.027766673133,3.68581144325657,1.81943447302188e-30,1.78827181874991e-28,"TNC","protein_coding",4.353259466243
"ENSG00000196139",135.643491093539,3.68143637043502,5.15356028570189e-23,3.32963241116082e-21,"AKR1C3","protein_coding",3.26016614374255
"ENSG00000197520",1175.30537891943,3.64784497705683,1.52318042364013e-100,1.08251261030855e-97,"FAM177B","protein_coding",28.2391722701559
"ENSG00000227145",84.9772188791786,3.63279738865728,3.80337552524321e-16,1.51790006383248e-14,"IL21-AS1","lncRNA",2.04250985533015
"ENSG00000064195",144.667526656441,3.47967276644554,2.96328219179525e-21,1.716474242633e-19,"DLX3","protein_coding",3.4752983409649
"ENSG00000069667",641.575135599791,3.42048395420244,1.37141078629911e-77,6.33523212730874e-75,"RORA","protein_coding",15.418442766227
"ENSG00000164188",1120.74103620203,3.39815679508584,1.039144868774e-102,7.68052755408242e-100,"RANBP3L","protein_coding",26.9308289097296
"ENSG00000140465",306.9095242637,3.30697719315253,1.8781723937369e-40,2.6492266787382e-38,"CYP1A1","protein_coding",7.37239454947971
"ENSG00000164683",491.265927557993,3.27114629100644,8.66276015892691e-62,2.66784137027752e-59,"HEY1","protein_coding",11.8037046676929
"ENSG00000261594",152.82499089082,3.26412824533798,4.55695094438232e-20,2.42660920894226e-18,"TPBGL","protein_coding",3.67140804758301
