"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"ENSG00000264275",48.4539294844088,6.81290911544373,4.63664078539552e-10,1.32738077782604e-08,"RN7SL753P","misc_RNA",2.10831849438525
"ENSG00000264169",171.312661039339,6.67611842581755,7.41564548539283e-33,9.68068024245122e-31,"RN7SL665P","misc_RNA",7.42836913950745
"ENSG00000167772",2821.88552615167,6.63597863975009,7.50895190270125e-39,1.15595355800263e-36,"ANGPTL4","protein_coding",122.656684786164
"ENSG00000107159",205.218972492771,6.10993605087882,1.94420807518893e-44,3.33953551272978e-42,"CA9","protein_coding",8.91709161434595
"ENSG00000240606",60.8847278258087,5.61972888303305,2.07996519787506e-06,3.19593899236584e-05,"RN7SL564P","misc_RNA",2.62845510967955
"ENSG00000201901",47.3342756735306,5.52999194141813,1.16898129219663e-12,4.42585538887809e-11,"RN7SKP48","misc_RNA",2.05664556528465
"ENSG00000275803",292.172778245325,5.52854426079294,4.04478949381835e-67,1.26928605692554e-64,"RN7SL736P","misc_RNA",12.7048440181713
"ENSG00000239607",130.74977190472,5.40660284835753,6.19886601515849e-32,7.84132524305088e-30,"RN7SL573P","misc_RNA",5.67743904971512
"ENSG00000162723",396.639662178545,5.32768035870367,1.15068219355592e-84,4.94127158801197e-82,"SLAMF9","protein_coding",17.2856137680938
"ENSG00000256618",80.19685278687,5.26793126363411,3.95382075945534e-20,2.8422223415327e-18,"MTRNR2L1","protein_coding",3.47392944495281
"ENSG00000148926",753.630807834249,4.93529178215477,1.00179395443311e-150,1.63472737484394e-147,"ADM","protein_coding",32.8493619952292
"ENSG00000255823",278.737606420825,4.79866516509675,1.89176121872097e-65,5.82448293718655e-63,"MTRNR2L8","protein_coding",12.1203188091866
"ENSG00000146674",5866.10456483808,4.77400155878823,0,0,"IGFBP3","protein_coding",255.10965146775
"ENSG00000266420",69.7935749854526,4.69684763564543,4.07613014110665e-18,2.52906051872921e-16,"RN7SL118P","misc_RNA",3.04014688285523
"ENSG00000144476",420.308901539382,4.54704682318967,1.10029245134856e-82,4.60373646695019e-80,"ACKR3","protein_coding",18.3568416841412
"ENSG00000104419",46514.3294169744,4.53300479792739,0,0,"NDRG1","protein_coding",2027.43894106038
"ENSG00000218582",81.5810660265511,4.47784696209167,1.62868568508267e-21,1.27162167508033e-19,"GAPDHP63","processed_pseudogene",3.55311071171145
"ENSG00000165507",1954.81614959197,4.42327934043433,0,0,"DEPP1","protein_coding",85.2526039103504
"ENSG00000124785",78.969596957519,4.39801648856258,9.46115234558128e-21,6.92318762220607e-19,"NRN1","protein_coding",3.44534205624587
"ENSG00000108417",60.9652151522146,4.34588525663728,2.40986272703828e-16,1.27262588931426e-14,"KRT37","protein_coding",2.65416514322656
"ENSG00000124731",441.209511351556,4.25865697334417,3.37289754140529e-93,1.61879241413681e-90,"TREM1","protein_coding",19.2479571278517
"ENSG00000263968",150.455467950617,4.23249424152333,2.12778569585027e-35,2.91774848612477e-33,"RN7SL381P","misc_RNA",6.55121308458183
"ENSG00000200312",83.5823625093175,4.15122037602824,5.83297807121386e-20,4.1564426273392e-18,"RN7SKP255","misc_RNA",3.63453387062889
"ENSG00000280719",118.435475991902,3.98123571852556,1.75530579161818e-27,1.82439999411627e-25,"PCAT5","lncRNA",5.17991278515679
"ENSG00000104327",116.140475825244,3.94098403971339,4.01302578661295e-08,8.58251045687419e-07,"CALB1","protein_coding",5.04097539589771
"ENSG00000166828",635.211847516847,3.92135049783151,6.71699845695737e-30,7.82914148718789e-28,"SCNN1G","protein_coding",27.8500795711067
"ENSG00000264916",51.8294207274351,3.90743310085446,9.74882873072779e-12,3.40645368796608e-10,"RN7SL230P","misc_RNA",2.25007220196725
"ENSG00000272469",76.406695368305,3.90479606863307,1.76051739689582e-18,1.14000487629151e-16,"RN7SL760P","misc_RNA",3.32938442031242
