"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"ENSG00000283339",39.8066827689048,8.82541383737261,7.43009356808439e-09,1.23799160460833e-07,"AC093726.3","unprocessed_pseudogene",0.957853950821143
"ENSG00000203664",35.4445321704967,8.65570672358104,1.9163463440256e-08,2.93374049253563e-07,"OR2W5","transcribed_unprocessed_pseudogene",0.852088311891096
"ENSG00000261051",21.1883526339373,7.91573521426227,6.89283209263982e-07,7.98531356788706e-06,"AC107021.2","lncRNA",0.509858552986818
"ENSG00000171954",20.0460515624344,7.83464431955026,1.01543962923485e-06,1.13100020910196e-05,"CYP4F22","protein_coding",0.482152826331035
"ENSG00000276107",16.6981346639334,7.57506428040294,4.42350479393055e-06,4.2483119325493e-05,"AC037198.1","lncRNA",0.4023289998036
"ENSG00000204136",81.256398277338,7.40916249581824,7.02961381108382e-12,1.7600705149215e-10,"GGTA1P","transcribed_unitary_pseudogene",1.95414963036941
"ENSG00000105329",200.047828134005,7.38009486843044,1.19116767887585e-26,9.69620985474357e-25,"TGFB1","protein_coding",4.81016468603845
"ENSG00000162373",13.1355328508126,7.22345959663816,1.79439611043482e-05,0.000147824849167845,"BEND5","protein_coding",0.315767477603395
"ENSG00000220575",2002.52119309239,6.83452602389521,1.45452661699997e-233,8.95891427630848e-230,"HTR5A-AS1","lncRNA",48.1681876646256
"ENSG00000121207",82.5667768106878,6.44075772094942,1.57250238501794e-15,5.90583314438241e-14,"LRAT","protein_coding",1.9862202855943
"ENSG00000129152",278.760067478419,6.36420374285385,4.9791237374516e-47,9.02002435496379e-45,"MYOD1","protein_coding",6.70306560244232
"ENSG00000154478",436.900965993527,6.31086223176004,3.0101905517758e-71,1.09063335324928e-68,"GPR26","protein_coding",10.5068060900787
"ENSG00000157219",1226.59015848278,6.17289545615832,4.48537773569188e-168,8.28808098001146e-165,"HTR5A","protein_coding",29.4971191275526
"ENSG00000287448",16.4482432498423,6.07907861705409,0.000144184498497377,0.000927015018522804,"AC018558.7","lncRNA",0.395819265683619
"ENSG00000140459",1229.6084781132,6.0500227985366,1.72837295390448e-180,3.99210943028087e-177,"CYP11A1","protein_coding",29.5771085289228
"ENSG00000115461",714.486893108682,5.82063861628005,2.87105108769773e-13,8.61222110364913e-12,"IGFBP5","protein_coding",17.1872652138846
"ENSG00000187474",159.973033745479,5.76696711783004,1.3467828595383e-30,1.33794912250262e-28,"FPR3","protein_coding",3.84551745200767
"ENSG00000260788",532.354413780022,5.70294374733835,7.03684149715945e-91,4.19441152208104e-88,"AC009063.2","lncRNA",12.8068213542127
"ENSG00000152952",10492.7432927169,5.68951272290984,0,0,"PLOD2","protein_coding",252.330745332894
"ENSG00000064225",105.027537420238,5.59020578230474,2.06342132001486e-22,1.28376764818972e-20,"ST3GAL6","protein_coding",2.52619835689643
"ENSG00000159167",3348.35095070366,5.50997718216932,0,0,"STC1","protein_coding",80.5196445515691
"ENSG00000173040",31.436329380807,5.45656080789519,9.0009882882464e-08,1.22836234557029e-06,"EVC2","protein_coding",0.755535848151257
"ENSG00000258667",835.023350150151,5.42988703995622,1.80740341749902e-125,1.75774738676563e-122,"HIF1A-AS3","lncRNA",20.0751157632125
"ENSG00000168874",249.865191789606,5.41865046998968,7.35153306869962e-49,1.49276514333441e-46,"ATOH8","protein_coding",6.01121056087925
"ENSG00000266711",140.830505297626,5.2864915048759,1.39124706409288e-28,1.24190643721296e-26,"AC021534.1","lncRNA",3.38580657583829
"ENSG00000279619",18.2853787235439,5.25863754606111,2.99965449457317e-05,0.000233346749456005,"AC020907.5","TEC",0.439895334313761
"ENSG00000214049",296.090903012679,5.21908496813856,3.67426918941046e-55,8.4866432602408e-53,"UCA1","lncRNA",7.12047258296853
"ENSG00000100314",72.9937224075301,5.04263660579437,1.36832747982419e-16,5.7463534482253e-15,"CABP7","protein_coding",1.75459077443734
"ENSG00000206538",16.0425421017166,5.03171857359504,7.56058470192713e-05,0.000526987869189776,"VGLL3","protein_coding",0.385796257843938
"ENSG00000255021",38.4767811567598,4.99138928237407,1.43754768006932e-09,2.68199521694046e-08,"AC093496.1","lncRNA",0.925029554273859
"ENSG00000124126",51.5979936435878,4.90864931306542,7.7366963433948e-12,1.91890838970804e-10,"PREX1","protein_coding",1.2395050244837
"ENSG00000112303",108.706997978794,4.87719005380919,5.89126055971147e-24,4.12343608417987e-22,"VNN2","protein_coding",2.61402175294776
"ENSG00000166292",898.369657887176,4.76546838007082,7.16713722870103e-126,7.35746453955209e-123,"TMEM100","protein_coding",21.6118773908099
"ENSG00000161031",125.54486658185,4.74468114534643,5.74501236321641e-27,4.78181704718526e-25,"PGLYRP2","protein_coding",3.0198606565517
"ENSG00000186049",19.5693177677194,4.70956116841705,1.33765357453268e-05,0.000114325452128654,"KRT73","protein_coding",0.470686822304857
